formal_label,run_name,run_id,step,training_global_step,actor_entropy
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,168,168.0,11.597588539123535
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,169,169.0,11.581356048583984
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,170,170.0,11.58804988861084
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,171,171.0,11.598237037658691
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,172,172.0,11.5891752243042
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,173,173.0,11.580907821655272
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,174,174.0,11.60420036315918
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,175,175.0,11.575092315673828
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,176,176.0,11.602066040039062
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,177,177.0,11.589995384216309
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,178,178.0,11.587745666503906
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,179,179.0,11.57971477508545
Base corrupted-reward control,base_c_n8_random_wrong_2gpu_20260407_014405,w9y27pqc7jmnma8tlqod5,180,180.0,11.593615531921388
